16.0135 43.6429 5.5344
95.2952 37.1456 2.90621
58.7993 98.8172 2.13101
72.8312 19.6524 4.27578
71.5515 13.8741 1.79621
50.7574 59.3369 2.60953
3.89127 6.07189 2.18641
5.92812 79.356 1.5786
71.3145 52.761 5.68192
87.7428 36.9835 3.27249
36.7223 2.39029 3.03185
93.3974 16.2217 5.19841
21.2626 15.0019 3.62717
31.648 47.9003 1.89951
78.9495 56.9542 0.710312
26.8499 98.3366 0.486764
18.2469 11.7772 2.11737
90.3499 90.5524 0.65763
83.5405 96.7585 0.701529
62.8127 87.9975 4.25744
12.3024 54.3393 3.78984
52.3274 34.0678 2.79808
51.625 89.8909 0.672301
73.1521 87.0728 2.83657
53.1451 13.3527 2.01041
49.2348 45.6378 2.98104
2.79407 95.1237 4.56298
87.5651 48.9796 5.65497
24.3243 57.5896 1.34901
40.5678 46.0353 2.05554
89.9345 92.6739 5.74768
13.2874 35.8886 0.0207464
82.9064 24.4677 5.78563
65.685 48.1311 0.773092
62.7415 69.2092 5.56543
48.559 31.2077 5.99804
6.35396 87.2795 1.66403
6.31227 34.075 1.61636
97.4978 64.2396 3.80582
93.8004 99.6571 4.39397
86.4479 27.2311 1.82374
18.1744 81.6142 5.52119
60.2296 83.2463 5.40004
40.7791 63.7409 2.42672
38.2287 48.0399 2.71155
49.7515 3.25416 5.88941
46.7269 1.18336 5.95976
35.0906 51.5748 5.5276
65.5684 25.5049 0.235897
93.6272 35.9665 5.49102
64.9883 80.3573 1.59596
99.9459 4.21645 6.14144
8.19103 23.3341 4.71845
57.6776 88.7921 6.01082
97.5407 47.0068 5.53119
3.85939 16.6427 4.82818
54.3247 46.1381 1.12575
14.24 30.3047 5.27677
88.0803 47.2003 5.65763
87.8738 63.3 2.91826
10.3588 48.5379 2.81218
56.6484 96.6122 5.62539
89.2346 0.0670776 4.21157
68.7678 23.3312 5.17715
30.3148 98.2827 0.433076
47.9588 70.5157 0.802324
24.9824 81.5753 3.7611
89.7703 28.4191 2.5571
59.5729 93.7998 5.66514
45.6527 47.5459 1.08975
83.303 96.3587 0.541715
76.0165 1.46928 4.86243
18.0516 5.32845 0.41469
87.5303 37.5968 0.287968
92.7331 96.9394 3.77828
11.5507 49.9958 2.51476
43.5156 37.3437 5.83816
39.9843 14.4251 4.62062
10.977 81.3662 2.45636
29.1143 15.9334 2.00841
69.315 65.3865 0.698237
10.8978 7.28234 4.01626
81.6467 44.137 5.94048
93.0546 33.1035 4.13105
28.0367 54.1863 5.31779
64.873 4.8635 1.93975
51.9337 28.8978 4.69082
39.6715 77.5637 1.18727
14.93 98.0014 5.37355
5.76326 2.76946 2.77863
5.84165 57.9284 0.0381789
58.7319 15.9176 1.554
11.6872 24.8067 2.68065
13.0289 86.9835 4.15561
74.352 48.448 5.08208
42.6782 44.37 2.63652
31.7385 37.7609 2.14062
53.8247 86.2415 2.07091
26.3591 45.0702 4.31763
45.9655 85.3707 5.43023
73.5055 28.464 5.60603
29.2087 7.71109 2.78643
70.2276 94.7347 3.33432
96.6218 20.9964 2.88569
3.91303 61.8147 4.66507
54.9549 21.9036 0.504365
2.87234 36.3313 3.45689
11.1577 49.1498 0.890129
59.1624 15.1331 1.34312
50.5497 17.035 0.657709
57.6495 61.3207 0.925101
66.5882 49.3494 1.41001
6.36751 70.2582 6.27605
63.7552 13.3026 2.77142
79.4048 16.1099 0.151291
30.601 4.76985 0.262792
69.4929 35.6285 3.03843
82.4191 13.8809 5.76303
67.1666 97.8647 1.79005
84.8549 18.8197 4.54459
65.1741 74.8503 0.773364
64.2997 35.2639 1.3704
69.5543 75.9007 3.71975
8.26452 28.6117 2.06649
89.7425 3.09084 2.91798
86.8527 42.0093 4.80406
68.2586 77.6244 2.59911
52.387 68.8534 4.9861
60.9197 16.7232 2.57068
85.037 35.6645 0.644766
12.4922 17.2764 3.23908
43.2838 15.3105 3.61122
14.2145 46.8178 2.21704
92.0082 17.0623 2.74039
50.7652 42.0399 3.87989
28.6163 41.8915 5.42731
58.6912 49.1133 3.24208
28.0109 25.7475 0.288759
67.8369 70.5073 0.739046
75.7716 29.3561 0.342812
14.6442 89.6205 4.04722
38.3821 76.236 3.06764
98.9724 84.1457 3.74067
63.2657 17.3938 0.441922
65.1525 50.836 2.74657
71.7273 45.716 4.98192
26.2785 23.891 1.08456
17.505 62.2622 0.857597
22.6665 28.7607 5.5462
21.8445 38.2156 2.28894
29.6887 37.5925 2.28089
73.3353 77.726 2.26005
99.102 60.4435 5.73419
20.4298 84.7244 3.89434
56.1431 87.5063 0.0684029
78.8199 38.8722 4.45543
80.7707 35.0819 5.6157
95.2189 90.8413 0.261526
37.2546 46.7203 2.40473
89.7164 75.6295 5.59314
16.5842 88.5041 3.77493
19.2869 31.1158 6.13267
89.8331 73.8038 1.88089
66.1127 87.3421 5.92887
74.7381 18.2421 1.0838
33.6521 29.6667 1.42783
84.9977 46.062 0.149935
15.9588 49.7483 4.27137
24.441 68.5012 2.19432
17.2092 0.246253 5.83621
79.8245 75.5884 2.16663
43.0104 61.9052 4.83189
22.9095 23.938 0.0347545
43.6002 81.2267 6.03668
29.7425 9.27374 2.54343
71.9338 12.4509 5.4034
53.4792 59.8349 1.75913
59.3486 58.5149 0.546142
26.7227 66.4169 1.65329
6.72203 14.5722 4.27504
7.56961 10.4436 1.93544
78.9189 11.5888 2.40248
14.0062 42.9735 4.78287
58.4115 23.7481 4.72335
16.4083 81.6521 1.72065
70.5562 58.57 6.03792
4.36038 47.3533 0.533525
94.8323 2.86723 2.19012
41.1107 81.1754 1.83003
79.0849 66.9333 1.89837
6.41025 17.2729 0.71534
76.4105 18.491 5.34264
70.1887 1.4397 0.460907
84.3041 65.2756 5.07352
61.9681 88.2261 4.37431
71.2581 80.9302 1.73787
33.5181 80.5338 4.74035
86.1277 53.5822 0.635267
46.4338 28.3951 4.03021
96.5324 32.9148 6.24996
49.4926 82.433 3.09177
52.0818 43.2958 4.69701
94.0211 92.0329 4.48431
24.03 12.1384 6.0973
69.959 57.7118 6.27584
60.0161 37.912 6.01865
63.8065 55.0435 0.967099
46.6206 35.1649 5.66991
68.2735 50.4942 6.22471
17.9324 71.7777 4.86603
87.2421 83.5558 2.13589
19.9186 66.7183 0.0999993
8.3021 72.9851 4.30403
9.91605 21.4308 2.45409
70.3952 88.2056 5.55816
73.5293 13.7638 2.97324
